/home/adamm/dist/mysql/bin/mysqld, Version: 5.1.47 (MySQL Community Server (GPL)). started with:
Tcp port: 3307  Unix socket: /home/adamm/dist/mysql/mysqld.sock
Time                 Id Command    Argument
110426 10:37:28	 1527 Connect	mifos@ as anonymous on test
		 1525 Connect	mifos@ as anonymous on test
		 1526 Connect	mifos@ as anonymous on test
		 1526 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
		 1525 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
		 1527 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
		 1525 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SELECT @@session.auto_increment_increment
		 1527 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SELECT @@session.auto_increment_increment
		 1526 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SELECT @@session.auto_increment_increment
		 1525 Query	SHOW COLLATION
		 1527 Query	SHOW COLLATION
		 1526 Query	SHOW COLLATION
		 1525 Query	SET character_set_results = NULL
		 1527 Query	SET character_set_results = NULL
		 1527 Query	SET autocommit=1
		 1527 Query	SET sql_mode='STRICT_TRANS_TABLES'
		 1526 Query	SET character_set_results = NULL
		 1525 Query	SET autocommit=1
		 1525 Query	SET sql_mode='STRICT_TRANS_TABLES'
		 1526 Query	SET autocommit=1
		 1526 Query	SET sql_mode='STRICT_TRANS_TABLES'
		 1527 Query	SELECT @@session.tx_isolation
		 1526 Query	SELECT @@session.tx_isolation
		 1525 Query	SELECT @@session.tx_isolation
		 1528 Connect	mifos@ as anonymous on test
		 1528 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
		 1528 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SELECT @@session.auto_increment_increment
		 1529 Connect	mifos@ as anonymous on test
		 1529 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
		 1529 Query	/* mysql-connector-java-5.1.13 ( Revision: ${bzr.revision-id} ) */SELECT @@session.auto_increment_increment
		 1529 Query	SHOW COLLATION
		 1528 Query	SHOW COLLATION
		 1528 Query	SET character_set_results = NULL
		 1529 Query	SET character_set_results = NULL
		 1529 Query	SET autocommit=1
		 1529 Query	SET sql_mode='STRICT_TRANS_TABLES'
		 1529 Query	SELECT @@session.tx_isolation
		 1528 Query	SET autocommit=1
		 1528 Query	SET sql_mode='STRICT_TRANS_TABLES'
		 1528 Query	SELECT @@session.tx_isolation
110426 10:37:42	 1526 Query	SELECT USER()
		 1526 Query	SET autocommit=0
110426 10:37:48	 1528 Query	select mifoscurre0_.currency_id as currency1_173_, mifoscurre0_.currency_code as currency2_173_, mifoscurre0_.currency_name as currency3_173_, mifoscurre0_.rounding_amount as rounding4_173_ from currency mifoscurre0_ where mifoscurre0_.currency_code='INR'
		 1528 Query	select mifoscurre0_.currency_id as currency1_173_, mifoscurre0_.currency_code as currency2_173_, mifoscurre0_.currency_name as currency3_173_, mifoscurre0_.rounding_amount as rounding4_173_ from currency mifoscurre0_ where mifoscurre0_.currency_code='INR'
		 1528 Query	select mifoscurre0_.currency_id as currency1_173_, mifoscurre0_.currency_code as currency2_173_, mifoscurre0_.currency_name as currency3_173_, mifoscurre0_.rounding_amount as rounding4_173_ from currency mifoscurre0_ where mifoscurre0_.currency_code='INR'
		 1528 Query	SET autocommit=0
		 1528 Query	SHOW FULL TABLES FROM `test` LIKE 'applied_upgrades'
		 1528 Query	SHOW FULL COLUMNS FROM `applied_upgrades` FROM `test`
		 1528 Query	SHOW FULL COLUMNS FROM `applied_upgrades` FROM `test` LIKE 'upgrade_id'
		 1528 Query	SHOW FULL TABLES FROM `test` LIKE 'database_version'
		 1526 Query	rollback
		 1526 Query	SHOW FULL TABLES FROM `test` LIKE 'DATABASECHANGELOGLOCK'
		 1526 Query	SELECT `LOCKED` FROM `DATABASECHANGELOGLOCK` WHERE `ID`=1
